2,Tomato,condition,state,0.78
2,Tomato,condition,state,1.0
6,Pumpkin,condition,state,1.01
7,Eggplant,condition,state,1.01
19,Zucchini,condition,state,1.02
17,Spinach,condition,state,1.03
11,Cucumber,condition,state,1.03
17,Spinach,condition,state,1.03
12,Lettuce,condition,state,1.04
12,Lettuce,condition,state,1.04
9,Onion,condition,state,1.04
18,Beets,condition,state,1.04
10,Parsley,condition,state,1.05
6,Pumpkin,condition,state,1.05
18,Beets,condition,state,1.05
6,Pumpkin,condition,state,1.06
6,Pumpkin,condition,state,1.06
1,Potato,condition,state,1.06
13,Beans,condition,state,1.06
15,Apple,condition,state,1.07
10,Parsley,condition,state,1.07
17,Spinach,condition,state,1.07
18,Beets,condition,state,1.07
18,Beets,condition,state,1.08
18,Beets,condition,state,1.09
19,Zucchini,condition,state,1.09
20,Garlic,condition,state,1.09
4,Cabbage,condition,state,1.1
5,Pepper,condition,state,1.11
3,Carrot,condition,state,1.12
2,Tomato,condition,state,1.12
10,Parsley,condition,state,1.13
11,Cucumber,condition,state,1.14
3,Carrot,condition,state,1.15
13,Beans,condition,state,1.16
9,Onion,condition,state,1.16
5,Pepper,condition,state,1.17
3,Carrot,condition,state,1.19
3,Carrot,condition,state,1.2
1,Potato,condition,state,1.2
17,Spinach,condition,state,1.2
16,Ginger,condition,state,1.23
16,Ginger,condition,state,1.23
2,Tomato,condition,state,1.23
3,Carrot,condition,state,1.24
5,Pepper,condition,state,1.24
11,Cucumber,condition,state,1.27
9,Onion,condition,state,1.27
10,Parsley,condition,state,1.27
14,Corn,condition,state,1.28
13,Beans,condition,state,1.28
15,Apple,condition,state,1.28
12,Lettuce,condition,state,1.28
20,Garlic,condition,state,1.28
19,Zucchini,condition,state,1.3
2,Tomato,condition,state,1.31
2,Tomato,condition,state,1.31
17,Spinach,condition,state,1.31
19,Zucchini,condition,state,1.32
15,Apple,condition,state,1.32
18,Beets,condition,state,1.32
14,Corn,condition,state,1.32
1,Potato,condition,state,1.33
19,Zucchini,condition,state,1.34
13,Beans,condition,state,1.35
10,Parsley,condition,state,1.35
3,Carrot,condition,state,1.36
6,Pumpkin,condition,state,1.36
11,Cucumber,condition,state,1.37
12,Lettuce,condition,state,1.38
3,Carrot,condition,state,1.38
8,Cauliflower,condition,state,1.39
16,Ginger,condition,state,1.42
14,Corn,condition,state,1.44
20,Garlic,condition,state,1.44
18,Beets,condition,state,1.44
8,Cauliflower,condition,state,1.44
7,Eggplant,condition,state,1.45
19,Zucchini,condition,state,1.45
18,Beets,condition,state,1.47
10,Parsley,condition,state,1.47
12,Lettuce,condition,state,1.48
