1,Potato,condition,state,24.5
11,Cucumber,condition,state,20.88
12,Lettuce,condition,state,72.35
14,Corn,condition,state,46.2
13,Beans,condition,state,55.58
4,Cabbage,condition,state,4.76
10,Parsley,condition,state,32.07
4,Cabbage,condition,state,47.86
19,Zucchini,condition,state,87.08
9,Onion,condition,state,77.69
11,Cucumber,condition,state,80.06
19,Zucchini,condition,state,80.52
18,Beets,condition,state,43.73
19,Zucchini,condition,state,1.6
16,Ginger,condition,state,99.82
13,Beans,condition,state,96.0
19,Zucchini,condition,state,24.24
9,Onion,condition,state,94.82
10,Parsley,condition,state,78.04
6,Pumpkin,condition,state,9.81
9,Onion,condition,state,63.25
16,Ginger,condition,state,66.22
20,Garlic,condition,state,14.96
17,Spinach,condition,state,64.88
6,Pumpkin,condition,state,50.48
10,Parsley,condition,state,86.58
12,Lettuce,condition,state,7.36
8,Cauliflower,condition,state,7.77
15,Apple,condition,state,45.36
6,Pumpkin,condition,state,96.02
12,Lettuce,condition,state,66.32
2,Tomato,condition,state,96.98
6,Pumpkin,condition,state,21.46
9,Onion,condition,state,22.98
14,Corn,condition,state,61.46
20,Garlic,condition,state,84.39
6,Pumpkin,condition,state,70.76
10,Parsley,condition,state,84.79
19,Zucchini,condition,state,41.6
7,Eggplant,condition,state,48.8
6,Pumpkin,condition,state,45.48
6,Pumpkin,condition,state,10.82
5,Pepper,condition,state,32.09
18,Beets,condition,state,17.9
5,Pepper,condition,state,6.71
5,Pepper,condition,state,67.34
5,Pepper,condition,state,67.87
20,Garlic,condition,state,41.52
1,Potato,condition,state,47.54
5,Pepper,condition,state,74.34
19,Zucchini,condition,state,35.79
14,Corn,condition,state,57.42
8,Cauliflower,condition,state,96.6
9,Onion,condition,state,47.5
8,Cauliflower,condition,state,17.96
14,Corn,condition,state,39.16
4,Cabbage,condition,state,98.07
13,Beans,condition,state,66.66
18,Beets,condition,state,27.4
12,Lettuce,condition,state,83.22
7,Eggplant,condition,state,9.55
12,Lettuce,condition,state,34.78
17,Spinach,condition,state,53.93
11,Cucumber,condition,state,98.46
9,Onion,condition,state,60.25
10,Parsley,condition,state,54.04
4,Cabbage,condition,state,83.15
14,Corn,condition,state,49.7
15,Apple,condition,state,74.09
2,Tomato,condition,state,95.46
4,Cabbage,condition,state,16.39
18,Beets,condition,state,32.15
4,Cabbage,condition,state,76.09
2,Tomato,condition,state,26.4
4,Cabbage,condition,state,81.03
16,Ginger,condition,state,59.92
3,Carrot,condition,state,40.97
15,Apple,condition,state,69.64
6,Pumpkin,condition,state,7.12
5,Pepper,condition,state,49.33
17,Spinach,condition,state,45.45
11,Cucumber,condition,state,76.0
14,Corn,condition,state,8.5
5,Pepper,condition,state,74.98
4,Cabbage,condition,state,10.27
6,Pumpkin,condition,state,80.24
5,Pepper,condition,state,85.56
11,Cucumber,condition,state,71.34
18,Beets,condition,state,97.16
3,Carrot,condition,state,81.07
15,Apple,condition,state,48.59
18,Beets,condition,state,94.49
12,Lettuce,condition,state,79.0
2,Tomato,condition,state,33.54
15,Apple,condition,state,85.5
15,Apple,condition,state,10.94
13,Beans,condition,state,2.54
5,Pepper,condition,state,85.75
4,Cabbage,condition,state,58.79
8,Cauliflower,condition,state,81.71
6,Pumpkin,condition,state,74.31
13,Beans,condition,state,43.0
13,Beans,condition,state,11.32
12,Lettuce,condition,state,1.04
14,Corn,condition,state,62.02
1,Potato,condition,state,63.23
8,Cauliflower,condition,state,25.38
8,Cauliflower,condition,state,11.98
11,Cucumber,condition,state,42.49
12,Lettuce,condition,state,44.53
11,Cucumber,condition,state,68.72
18,Beets,condition,state,89.94
4,Cabbage,condition,state,96.51
13,Beans,condition,state,39.37
15,Apple,condition,state,23.12
15,Apple,condition,state,19.31
11,Cucumber,condition,state,48.73
12,Lettuce,condition,state,13.6
15,Apple,condition,state,4.15
5,Pepper,condition,state,34.14
15,Apple,condition,state,54.76
6,Pumpkin,condition,state,14.43
14,Corn,condition,state,16.31
11,Cucumber,condition,state,36.99
