3,Carrot,condition,state,60.06
7,Eggplant,condition,state,83.95
4,Cabbage,condition,state,19.31
3,Carrot,condition,state,76.08
14,Corn,condition,state,49.31
7,Eggplant,condition,state,88.39
13,Beans,condition,state,49.21
18,Beets,condition,state,24.5
8,Cauliflower,condition,state,58.63
14,Corn,condition,state,56.1
7,Eggplant,condition,state,26.42
4,Cabbage,condition,state,79.33
1,Potato,condition,state,99.78
11,Cucumber,condition,state,13.04
5,Pepper,condition,state,57.64
2,Tomato,condition,state,65.99
5,Pepper,condition,state,48.61
8,Cauliflower,condition,state,61.21
18,Beets,condition,state,51.94
13,Beans,condition,state,77.04
5,Pepper,condition,state,86.85
2,Tomato,condition,state,32.5
19,Zucchini,condition,state,24.19
16,Ginger,condition,state,81.54
1,Potato,condition,state,5.91
20,Garlic,condition,state,21.22
18,Beets,condition,state,38.28
20,Garlic,condition,state,33.85
14,Corn,condition,state,24.41
10,Parsley,condition,state,60.84
9,Onion,condition,state,70.2
7,Eggplant,condition,state,3.17
19,Zucchini,condition,state,34.58
7,Eggplant,condition,state,86.89
16,Ginger,condition,state,25.99
5,Pepper,condition,state,98.18
17,Spinach,condition,state,64.02
6,Pumpkin,condition,state,15.94
3,Carrot,condition,state,27.39
10,Parsley,condition,state,18.02
12,Lettuce,condition,state,43.39
20,Garlic,condition,state,34.55
1,Potato,condition,state,80.93
6,Pumpkin,condition,state,6.6
11,Cucumber,condition,state,78.95
10,Parsley,condition,state,71.58
20,Garlic,condition,state,37.19
11,Cucumber,condition,state,16.41
9,Onion,condition,state,25.36
10,Parsley,condition,state,35.42
7,Eggplant,condition,state,17.66
17,Spinach,condition,state,59.39
6,Pumpkin,condition,state,96.97
11,Cucumber,condition,state,12.04
19,Zucchini,condition,state,46.19
3,Carrot,condition,state,95.79
2,Tomato,condition,state,47.05
3,Carrot,condition,state,46.85
12,Lettuce,condition,state,67.25
20,Garlic,condition,state,99.35
6,Pumpkin,condition,state,87.06
20,Garlic,condition,state,96.72
6,Pumpkin,condition,state,7.67
9,Onion,condition,state,44.84
3,Carrot,condition,state,26.46
9,Onion,condition,state,82.81
9,Onion,condition,state,18.31
9,Onion,condition,state,88.2
15,Apple,condition,state,22.51
8,Cauliflower,condition,state,55.12
17,Spinach,condition,state,51.08
12,Lettuce,condition,state,53.19
17,Spinach,condition,state,69.01
4,Cabbage,condition,state,19.11
2,Tomato,condition,state,36.15
8,Cauliflower,condition,state,24.35
8,Cauliflower,condition,state,31.21
16,Ginger,condition,state,56.65
20,Garlic,condition,state,82.15
16,Ginger,condition,state,73.34
4,Cabbage,condition,state,48.28
4,Cabbage,condition,state,20.06
18,Beets,condition,state,3.43
8,Cauliflower,condition,state,33.04
4,Cabbage,condition,state,77.17
2,Tomato,condition,state,47.82
12,Lettuce,condition,state,82.98
19,Zucchini,condition,state,57.47
2,Tomato,condition,state,20.3
13,Beans,condition,state,22.31
5,Pepper,condition,state,62.76
19,Zucchini,condition,state,90.28
4,Cabbage,condition,state,56.18
20,Garlic,condition,state,3.16
1,Potato,condition,state,96.63
10,Parsley,condition,state,55.93
12,Lettuce,condition,state,16.39
5,Pepper,condition,state,45.42
5,Pepper,condition,state,2.62
18,Beets,condition,state,24.12
12,Lettuce,condition,state,15.7
18,Beets,condition,state,61.45
5,Pepper,condition,state,52.2
9,Onion,condition,state,13.01
10,Parsley,condition,state,22.67
15,Apple,condition,state,82.43
1,Potato,condition,state,87.33
7,Eggplant,condition,state,59.47
3,Carrot,condition,state,46.3
8,Cauliflower,condition,state,34.12
9,Onion,condition,state,76.96
9,Onion,condition,state,59.54
16,Ginger,condition,state,67.04
14,Corn,condition,state,23.85
1,Potato,condition,state,8.42
14,Corn,condition,state,10.94
1,Potato,condition,state,33.87
2,Tomato,condition,state,84.85
1,Potato,condition,state,74.85
5,Pepper,condition,state,60.83
3,Carrot,condition,state,96.47
9,Onion,condition,state,86.76
9,Onion,condition,state,39.88
18,Beets,condition,state,11.6
17,Spinach,condition,state,64.63
5,Pepper,condition,state,90.15
11,Cucumber,condition,state,14.68
18,Beets,condition,state,76.96
16,Ginger,condition,state,63.28
14,Corn,condition,state,42.83
5,Pepper,condition,state,86.9
14,Corn,condition,state,41.12
1,Potato,condition,state,97.27
3,Carrot,condition,state,66.19
4,Cabbage,condition,state,87.45
9,Onion,condition,state,73.8
12,Lettuce,condition,state,44.67
