18,Beets,condition,state,83.95
17,Spinach,condition,state,94.35
8,Cauliflower,condition,state,95.48
1,Potato,condition,state,49.75
6,Pumpkin,condition,state,46.72
20,Garlic,condition,state,94.34
14,Corn,condition,state,6.69
18,Beets,condition,state,16.21
4,Cabbage,condition,state,32.06
8,Cauliflower,condition,state,1.74
9,Onion,condition,state,73.9
12,Lettuce,condition,state,67.56
18,Beets,condition,state,35.21
15,Apple,condition,state,63.79
1,Potato,condition,state,28.92
7,Eggplant,condition,state,28.74
3,Carrot,condition,state,33.8
16,Ginger,condition,state,65.31
1,Potato,condition,state,82.66
3,Carrot,condition,state,35.24
11,Cucumber,condition,state,94.87
15,Apple,condition,state,54.33
15,Apple,condition,state,97.53
8,Cauliflower,condition,state,32.21
4,Cabbage,condition,state,48.94
20,Garlic,condition,state,83.16
8,Cauliflower,condition,state,79.64
7,Eggplant,condition,state,95.78
10,Parsley,condition,state,80.46
20,Garlic,condition,state,93.0
4,Cabbage,condition,state,77.65
12,Lettuce,condition,state,68.57
9,Onion,condition,state,20.32
7,Eggplant,condition,state,43.64
19,Zucchini,condition,state,41.2
8,Cauliflower,condition,state,59.86
19,Zucchini,condition,state,36.12
5,Pepper,condition,state,83.82
6,Pumpkin,condition,state,60.69
18,Beets,condition,state,28.11
18,Beets,condition,state,88.28
10,Parsley,condition,state,34.7
8,Cauliflower,condition,state,26.79
18,Beets,condition,state,59.23
14,Corn,condition,state,32.21
10,Parsley,condition,state,71.14
13,Beans,condition,state,17.15
18,Beets,condition,state,80.56
18,Beets,condition,state,27.92
6,Pumpkin,condition,state,84.91
10,Parsley,condition,state,40.63
18,Beets,condition,state,12.29
15,Apple,condition,state,38.21
5,Pepper,condition,state,75.19
10,Parsley,condition,state,43.08
10,Parsley,condition,state,81.69
18,Beets,condition,state,41.55
12,Lettuce,condition,state,15.52
20,Garlic,condition,state,34.97
2,Tomato,condition,state,99.02
13,Beans,condition,state,75.1
15,Apple,condition,state,9.93
14,Corn,condition,state,1.44
19,Zucchini,condition,state,99.45
11,Cucumber,condition,state,68.73
18,Beets,condition,state,72.05
2,Tomato,condition,state,48.92
16,Ginger,condition,state,70.67
3,Carrot,condition,state,64.96
17,Spinach,condition,state,26.96
15,Apple,condition,state,54.22
8,Cauliflower,condition,state,85.51
3,Carrot,condition,state,61.47
6,Pumpkin,condition,state,37.31
4,Cabbage,condition,state,5.82
2,Tomato,condition,state,76.82
8,Cauliflower,condition,state,6.79
19,Zucchini,condition,state,81.56
17,Spinach,condition,state,33.92
10,Parsley,condition,state,99.9
12,Lettuce,condition,state,6.42
2,Tomato,condition,state,82.76
12,Lettuce,condition,state,52.36
12,Lettuce,condition,state,1.48
19,Zucchini,condition,state,77.34
20,Garlic,condition,state,40.13
5,Pepper,condition,state,22.89
5,Pepper,condition,state,71.74
8,Cauliflower,condition,state,58.71
16,Ginger,condition,state,25.96
17,Spinach,condition,state,67.3
7,Eggplant,condition,state,85.71
11,Cucumber,condition,state,40.0
15,Apple,condition,state,30.02
6,Pumpkin,condition,state,5.14
4,Cabbage,condition,state,63.42
15,Apple,condition,state,61.71
20,Garlic,condition,state,51.39
13,Beans,condition,state,11.63
