8,Cauliflower,condition,state,77.1
6,Pumpkin,condition,state,63.2
15,Apple,condition,state,33.16
14,Corn,condition,state,50.34
20,Garlic,condition,state,53.26
13,Beans,condition,state,23.37
8,Cauliflower,condition,state,81.2
20,Garlic,condition,state,35.85
8,Cauliflower,condition,state,41.01
2,Tomato,condition,state,68.47
6,Pumpkin,condition,state,43.35
4,Cabbage,condition,state,14.86
5,Pepper,condition,state,96.39
10,Parsley,condition,state,14.74
3,Carrot,condition,state,94.43
11,Cucumber,condition,state,1.75
6,Pumpkin,condition,state,7.27
15,Apple,condition,state,94.77
14,Corn,condition,state,37.58
7,Eggplant,condition,state,86.21
1,Potato,condition,state,8.47
3,Carrot,condition,state,8.18
5,Pepper,condition,state,93.3
19,Zucchini,condition,state,94.8
8,Cauliflower,condition,state,70.15
14,Corn,condition,state,85.65
20,Garlic,condition,state,42.05
7,Eggplant,condition,state,4.87
14,Corn,condition,state,24.75
17,Spinach,condition,state,23.86
10,Parsley,condition,state,55.3
9,Onion,condition,state,29.55
2,Tomato,condition,state,98.52
10,Parsley,condition,state,61.9
9,Onion,condition,state,71.05
19,Zucchini,condition,state,26.42
14,Corn,condition,state,97.25
9,Onion,condition,state,22.08
6,Pumpkin,condition,state,59.59
15,Apple,condition,state,43.04
4,Cabbage,condition,state,24.22
11,Cucumber,condition,state,52.89
20,Garlic,condition,state,34.85
1,Potato,condition,state,93.29
8,Cauliflower,condition,state,80.8
12,Lettuce,condition,state,96.31
4,Cabbage,condition,state,21.23
10,Parsley,condition,state,72.47
11,Cucumber,condition,state,83.85
15,Apple,condition,state,92.45
5,Pepper,condition,state,87.17
18,Beets,condition,state,36.06
16,Ginger,condition,state,91.36
11,Cucumber,condition,state,9.27
15,Apple,condition,state,40.28
13,Beans,condition,state,84.75
15,Apple,condition,state,69.29
2,Tomato,condition,state,83.73
4,Cabbage,condition,state,45.79
19,Zucchini,condition,state,43.32
1,Potato,condition,state,56.97
9,Onion,condition,state,54.51
11,Cucumber,condition,state,21.7
10,Parsley,condition,state,52.42
16,Ginger,condition,state,5.04
19,Zucchini,condition,state,96.31
20,Garlic,condition,state,46.37
4,Cabbage,condition,state,69.75
11,Cucumber,condition,state,76.64
3,Carrot,condition,state,13.93
10,Parsley,condition,state,2.5
6,Pumpkin,condition,state,62.81
20,Garlic,condition,state,26.78
20,Garlic,condition,state,4.92
16,Ginger,condition,state,98.1
15,Apple,condition,state,85.14
17,Spinach,condition,state,96.32
18,Beets,condition,state,33.89
6,Pumpkin,condition,state,70.23
9,Onion,condition,state,21.88
3,Carrot,condition,state,87.43
16,Ginger,condition,state,3.47
